#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HIF1A	TNF	9606.ENSP00000437955	9606.ENSP00000398698	0	0	0	0	0.044	0	0	0.818	0.818
HIF1A	PTPRC	9606.ENSP00000437955	9606.ENSP00000411355	0	0	0	0	0.110	0	0	0.518	0.553
HIF1A	KITLG	9606.ENSP00000437955	9606.ENSP00000495951	0	0	0	0	0.042	0	0	0.445	0.445
HIF1A	JAK1	9606.ENSP00000437955	9606.ENSP00000499900	0	0	0	0	0.111	0.071	0	0.418	0.477
HIF1A	ITGAM	9606.ENSP00000437955	9606.ENSP00000496959	0	0	0	0	0.063	0	0	0.538	0.549
HIF1A	MYC	9606.ENSP00000437955	9606.ENSP00000478887	0	0	0	0	0.091	0.435	0.400	0.982	0.993
IFIT2	NFKB1	9606.ENSP00000490935	9606.ENSP00000226574	0	0	0	0	0.085	0.106	0	0.329	0.403
IFIT2	IRF1	9606.ENSP00000490935	9606.ENSP00000245414	0	0	0	0	0.263	0.052	0	0.651	0.735
IFIT2	IL1B	9606.ENSP00000490935	9606.ENSP00000263341	0	0	0	0	0.114	0	0	0.419	0.463
IFIT2	IFNA1	9606.ENSP00000490935	9606.ENSP00000276927	0	0	0	0	0.049	0	0	0.668	0.671
IFIT2	STAT2	9606.ENSP00000490935	9606.ENSP00000315768	0	0	0	0	0.419	0	0.500	0.788	0.933
IFIT2	STAT1	9606.ENSP00000490935	9606.ENSP00000354394	0	0	0	0	0.550	0	0.500	0.850	0.963
IFIT2	XAF1	9606.ENSP00000490935	9606.ENSP00000354822	0	0	0	0	0.764	0.100	0	0.511	0.887
IFIT2	IFIT3	9606.ENSP00000490935	9606.ENSP00000360876	0	0	0.064	0.943	0.999	0.845	0	0.929	0.999
IFIT2	IL6	9606.ENSP00000490935	9606.ENSP00000385675	0	0	0	0	0.126	0	0	0.585	0.622
IFIT2	TNF	9606.ENSP00000490935	9606.ENSP00000398698	0	0	0	0	0.142	0	0	0.449	0.507
IFIT2	JAK1	9606.ENSP00000490935	9606.ENSP00000499900	0	0	0	0	0.065	0.100	0	0.438	0.486
IFIT3	IRF1	9606.ENSP00000360876	9606.ENSP00000245414	0	0	0	0	0.257	0.052	0	0.638	0.723
IFIT3	IL1B	9606.ENSP00000360876	9606.ENSP00000263341	0	0	0	0	0.127	0	0	0.417	0.469
IFIT3	IFNA1	9606.ENSP00000360876	9606.ENSP00000276927	0	0	0	0	0.048	0	0	0.620	0.623
IFIT3	STAT2	9606.ENSP00000360876	9606.ENSP00000315768	0	0	0	0	0.333	0	0.500	0.764	0.914
IFIT3	STAT1	9606.ENSP00000360876	9606.ENSP00000354394	0	0	0	0	0.762	0	0.500	0.887	0.985
IFIT3	XAF1	9606.ENSP00000360876	9606.ENSP00000354822	0	0	0	0	0.779	0.100	0	0.715	0.938
IFIT3	JAK1	9606.ENSP00000360876	9606.ENSP00000499900	0	0	0	0	0.062	0.100	0	0.368	0.421
IFIT3	TNF	9606.ENSP00000360876	9606.ENSP00000398698	0	0	0	0	0.138	0	0	0.433	0.491
IFIT3	IL6	9606.ENSP00000360876	9606.ENSP00000385675	0	0	0	0	0.124	0	0	0.692	0.718
IFNA1	NFKB1	9606.ENSP00000276927	9606.ENSP00000226574	0	0	0	0	0	0	0.650	0.730	0.901
IFNA1	IRF1	9606.ENSP00000276927	9606.ENSP00000245414	0	0	0	0	0	0	0.500	0.827	0.910
IFNA1	IL1B	9606.ENSP00000276927	9606.ENSP00000263341	0	0	0	0	0.055	0	0	0.847	0.849
IFNA1	STAT3	9606.ENSP00000276927	9606.ENSP00000264657	0	0	0	0	0	0	0	0.696	0.696
IFNA1	TP53	9606.ENSP00000276927	9606.ENSP00000269305	0	0	0	0	0	0	0	0.601	0.601
IFNA1	SRC	9606.ENSP00000276927	9606.ENSP00000362680	0	0	0	0	0	0	0	0.451	0.451
IFNA1	STAT6	9606.ENSP00000276927	9606.ENSP00000300134	0	0	0	0	0	0	0	0.505	0.505
IFNA1	MYC	9606.ENSP00000276927	9606.ENSP00000478887	0	0	0	0	0.055	0	0	0.507	0.514
IFNA1	STAT5A	9606.ENSP00000276927	9606.ENSP00000341208	0	0	0	0	0	0	0	0.571	0.571
IFNA1	STAT5B	9606.ENSP00000276927	9606.ENSP00000293328	0	0	0	0	0	0	0	0.574	0.574
IFNA1	PTPRC	9606.ENSP00000276927	9606.ENSP00000411355	0	0	0	0	0	0	0	0.621	0.621
IFNA1	ITGAM	9606.ENSP00000276927	9606.ENSP00000496959	0	0	0	0	0.055	0	0	0.629	0.634
IFNA1	IL15	9606.ENSP00000276927	9606.ENSP00000296545	0	0	0	0	0.049	0	0	0.767	0.768
IFNA1	STAT4	9606.ENSP00000276927	9606.ENSP00000351255	0	0	0	0	0	0	0	0.776	0.776
IFNA1	IL6	9606.ENSP00000276927	9606.ENSP00000385675	0	0	0	0	0.092	0	0	0.923	0.927
IFNA1	TNF	9606.ENSP00000276927	9606.ENSP00000398698	0	0	0	0	0.107	0	0	0.923	0.928
IFNA1	STAT2	9606.ENSP00000276927	9606.ENSP00000315768	0	0	0	0	0.042	0	0.500	0.922	0.959
IFNA1	STAT1	9606.ENSP00000276927	9606.ENSP00000354394	0	0	0	0	0.042	0	0.500	0.924	0.960
IFNA1	JAK1	9606.ENSP00000276927	9606.ENSP00000499900	0	0	0	0	0	0	0.650	0.980	0.992
IL15	NFKB1	9606.ENSP00000296545	9606.ENSP00000226574	0	0	0	0	0.115	0	0	0.479	0.519
IL15	IRF1	9606.ENSP00000296545	9606.ENSP00000245414	0	0	0	0	0.217	0	0	0.453	0.554
IL15	IL1B	9606.ENSP00000296545	9606.ENSP00000263341	0	0	0.204	0	0.121	0	0	0.832	0.872
IL15	STAT3	9606.ENSP00000296545	9606.ENSP00000264657	0	0	0	0	0.064	0	0.500	0.620	0.807
IL15	STAT5B	9606.ENSP00000296545	9606.ENSP00000293328	0	0	0	0	0.068	0.079	0.500	0.696	0.852
IL15	MYC	9606.ENSP00000296545	9606.ENSP00000478887	0	0	0	0	0.083	0	0	0.400	0.426
IL15	STAT2	9606.ENSP00000296545	9606.ENSP00000315768	0	0	0	0	0.118	0	0	0.411	0.459
IL15	LCK	9606.ENSP00000296545	9606.ENSP00000477713	0	0	0	0	0.086	0	0	0.445	0.471
IL15	STAT6	9606.ENSP00000296545	9606.ENSP00000300134	0	0	0	0	0.105	0	0	0.483	0.518
IL15	STAT4	9606.ENSP00000296545	9606.ENSP00000351255	0	0	0	0	0.125	0	0	0.528	0.569
IL15	IL1R2	9606.ENSP00000296545	9606.ENSP00000330959	0	0	0	0	0.060	0	0	0.566	0.575
IL15	ITGAM	9606.ENSP00000296545	9606.ENSP00000496959	0	0	0	0	0.169	0	0	0.591	0.645
IL15	KITLG	9606.ENSP00000296545	9606.ENSP00000495951	0	0	0.245	0	0.049	0	0	0.570	0.664
IL15	PTPRC	9606.ENSP00000296545	9606.ENSP00000411355	0	0	0	0	0.161	0	0	0.645	0.689
IL15	STAT1	9606.ENSP00000296545	9606.ENSP00000354394	0	0	0	0	0.202	0	0	0.704	0.753
IL15	STAT5A	9606.ENSP00000296545	9606.ENSP00000341208	0	0	0	0	0.101	0	0.500	0.692	0.849
IL15	IL6	9606.ENSP00000296545	9606.ENSP00000385675	0	0	0	0	0.116	0	0	0.875	0.884
IL15	TNF	9606.ENSP00000296545	9606.ENSP00000398698	0	0	0	0	0.123	0	0	0.874	0.885
IL15	JAK1	9606.ENSP00000296545	9606.ENSP00000499900	0	0	0	0	0.081	0	0.500	0.904	0.952
IL1B	NFKB1	9606.ENSP00000263341	9606.ENSP00000226574	0	0	0	0	0.200	0	0.900	0.959	0.996
IL1B	PLEK	9606.ENSP00000263341	9606.ENSP00000234313	0	0	0	0	0.291	0	0	0.253	0.447
IL1B	IRF1	9606.ENSP00000263341	9606.ENSP00000245414	0	0	0	0	0.214	0	0	0.647	0.711
IL1B	LCK	9606.ENSP00000263341	9606.ENSP00000477713	0	0	0	0	0.109	0	0	0.435	0.475
IL1B	XIAP	9606.ENSP00000263341	9606.ENSP00000360242	0	0	0	0	0.067	0	0	0.480	0.494
IL1B	STAT2	9606.ENSP00000263341	9606.ENSP00000315768	0	0	0	0	0.067	0	0	0.532	0.545
IL1B	STAT4	9606.ENSP00000263341	9606.ENSP00000351255	0	0	0	0	0.125	0	0	0.537	0.577
IL1B	STAT5B	9606.ENSP00000263341	9606.ENSP00000293328	0	0	0	0	0.063	0	0	0.581	0.591
IL1B	STAT5A	9606.ENSP00000263341	9606.ENSP00000341208	0	0	0	0	0.124	0	0	0.581	0.617
IL1B	JAK1	9606.ENSP00000263341	9606.ENSP00000499900	0	0	0	0	0.079	0	0	0.629	0.644
IL1B	SRC	9606.ENSP00000263341	9606.ENSP00000362680	0	0	0	0	0.086	0	0	0.635	0.653
IL1B	STAT6	9606.ENSP00000263341	9606.ENSP00000300134	0	0	0	0	0.131	0	0	0.662	0.694
IL1B	TP53	9606.ENSP00000263341	9606.ENSP00000269305	0	0	0	0	0	0	0	0.718	0.718
IL1B	KITLG	9606.ENSP00000263341	9606.ENSP00000495951	0	0	0	0	0	0	0	0.729	0.729
IL1B	MYC	9606.ENSP00000263341	9606.ENSP00000478887	0	0	0	0	0.113	0.129	0	0.736	0.778
IL1B	PTPRC	9606.ENSP00000263341	9606.ENSP00000411355	0	0	0	0	0.197	0	0	0.770	0.807
IL1B	STAT1	9606.ENSP00000263341	9606.ENSP00000354394	0	0	0	0	0.107	0	0	0.834	0.846
IL1B	ITGAM	9606.ENSP00000263341	9606.ENSP00000496959	0	0	0	0	0.194	0	0	0.825	0.853
IL1B	STAT3	9606.ENSP00000263341	9606.ENSP00000264657	0	0	0	0	0.069	0	0.500	0.877	0.938
IL1B	IL6	9606.ENSP00000263341	9606.ENSP00000385675	0	0	0	0	0.515	0	0.400	0.989	0.996
IL1B	TNF	9606.ENSP00000263341	9606.ENSP00000398698	0	0	0	0	0.616	0	0.400	0.993	0.998
IL1B	IL1R2	9606.ENSP00000263341	9606.ENSP00000330959	0	0	0	0	0.179	0.900	0.900	0.996	0.999
IL1R2	NFKB1	9606.ENSP00000330959	9606.ENSP00000226574	0	0	0	0	0.080	0.093	0	0.577	0.616
IL1R2	STAT3	9606.ENSP00000330959	9606.ENSP00000264657	0	0	0	0	0.073	0.091	0.500	0.310	0.670
IL1R2	IL6	9606.ENSP00000330959	9606.ENSP00000385675	0	0	0	0	0.062	0	0	0.732	0.738
IL1R2	TNF	9606.ENSP00000330959	9606.ENSP00000398698	0	0	0	0	0.112	0	0	0.783	0.799
IL6	NFKB1	9606.ENSP00000385675	9606.ENSP00000226574	0	0	0	0	0.176	0	0.900	0.942	0.994
IL6	IRF1	9606.ENSP00000385675	9606.ENSP00000245414	0	0	0	0	0.151	0	0	0.650	0.691
IL6	MDM2	9606.ENSP00000385675	9606.ENSP00000258149	0	0	0	0	0	0	0	0.448	0.448
IL6	STAT3	9606.ENSP00000385675	9606.ENSP00000264657	0	0	0	0	0.102	0.095	0.500	0.965	0.984
IL6	TP53	9606.ENSP00000385675	9606.ENSP00000269305	0	0	0	0	0	0	0	0.777	0.777
IL6	STAT5B	9606.ENSP00000385675	9606.ENSP00000293328	0	0	0	0	0.074	0.074	0	0.793	0.807
IL6	STAT6	9606.ENSP00000385675	9606.ENSP00000300134	0	0	0	0	0.086	0.074	0.500	0.806	0.906
IL6	STAT2	9606.ENSP00000385675	9606.ENSP00000315768	0	0	0	0	0.090	0.087	0	0.649	0.683
IL6	STAT5A	9606.ENSP00000385675	9606.ENSP00000341208	0	0	0	0	0.110	0.074	0	0.803	0.823
IL6	STAT4	9606.ENSP00000385675	9606.ENSP00000351255	0	0	0	0	0.102	0.087	0	0.844	0.861
IL6	STAT1	9606.ENSP00000385675	9606.ENSP00000354394	0	0	0	0	0.110	0.087	0.500	0.941	0.972
IL6	XAF1	9606.ENSP00000385675	9606.ENSP00000354822	0	0	0	0	0.074	0	0	0.461	0.479
IL6	XIAP	9606.ENSP00000385675	9606.ENSP00000360242	0	0	0	0	0	0	0	0.506	0.506
IL6	SRC	9606.ENSP00000385675	9606.ENSP00000362680	0	0	0	0	0.084	0	0	0.778	0.787
IL6	MATK	9606.ENSP00000385675	9606.ENSP00000378485	0	0	0	0	0.053	0	0	0.430	0.438
IL6	LCK	9606.ENSP00000385675	9606.ENSP00000477713	0	0	0	0	0.060	0	0	0.527	0.536
IL6	MYC	9606.ENSP00000385675	9606.ENSP00000478887	0	0	0	0	0.129	0	0	0.702	0.730
IL6	PTPRC	9606.ENSP00000385675	9606.ENSP00000411355	0	0	0	0	0.093	0	0	0.852	0.860
IL6	ITGAM	9606.ENSP00000385675	9606.ENSP00000496959	0	0	0	0	0.088	0	0	0.892	0.897
IL6	KITLG	9606.ENSP00000385675	9606.ENSP00000495951	0	0	0	0	0	0	0	0.921	0.921
IL6	TNF	9606.ENSP00000385675	9606.ENSP00000398698	0	0	0	0	0.261	0	0.400	0.989	0.994
IL6	JAK1	9606.ENSP00000385675	9606.ENSP00000499900	0	0	0	0	0.077	0.224	0.900	0.960	0.996
IRF1	NFKB1	9606.ENSP00000245414	9606.ENSP00000226574	0	0	0	0	0.260	0.059	0	0.615	0.709
IRF1	LCK	9606.ENSP00000245414	9606.ENSP00000477713	0	0	0	0	0.131	0.094	0	0.330	0.427
IRF1	SRC	9606.ENSP00000245414	9606.ENSP00000362680	0	0	0	0	0.100	0.094	0	0.398	0.466
IRF1	ITGAM	9606.ENSP00000245414	9606.ENSP00000496959	0	0	0	0	0.158	0	0	0.418	0.489
IRF1	MYC	9606.ENSP00000245414	9606.ENSP00000478887	0	0	0	0	0.059	0	0	0.479	0.489
IRF1	STAT5B	9606.ENSP00000245414	9606.ENSP00000293328	0	0	0	0	0.113	0	0	0.473	0.512
IRF1	TP53	9606.ENSP00000245414	9606.ENSP00000269305	0	0	0	0	0	0	0	0.519	0.519
IRF1	STAT5A	9606.ENSP00000245414	9606.ENSP00000341208	0	0	0	0	0.143	0	0	0.497	0.551
IRF1	PTPRC	9606.ENSP00000245414	9606.ENSP00000411355	0	0	0	0	0.368	0.046	0	0.390	0.600
IRF1	STAT4	9606.ENSP00000245414	9606.ENSP00000351255	0	0	0	0	0.165	0	0	0.685	0.725
IRF1	STAT6	9606.ENSP00000245414	9606.ENSP00000300134	0	0	0	0	0.148	0.422	0	0.520	0.743
IRF1	TNF	9606.ENSP00000245414	9606.ENSP00000398698	0	0	0	0	0.294	0	0	0.662	0.751
IRF1	XAF1	9606.ENSP00000245414	9606.ENSP00000354822	0	0	0	0	0.149	0.331	0	0.655	0.787
IRF1	JAK1	9606.ENSP00000245414	9606.ENSP00000499900	0	0	0	0	0.119	0.094	0	0.757	0.789
IRF1	STAT3	9606.ENSP00000245414	9606.ENSP00000264657	0	0	0	0	0.197	0.292	0	0.838	0.900
IRF1	STAT2	9606.ENSP00000245414	9606.ENSP00000315768	0	0	0	0	0.215	0	0.500	0.909	0.961
IRF1	MDM2	9606.ENSP00000245414	9606.ENSP00000258149	0	0	0	0	0.049	0.626	0.900	0.272	0.970
IRF1	STAT1	9606.ENSP00000245414	9606.ENSP00000354394	0	0	0	0	0.440	0.805	0.500	0.997	0.999
ITGAM	NFKB1	9606.ENSP00000496959	9606.ENSP00000226574	0	0	0	0	0.119	0.071	0	0.571	0.618
ITGAM	PLEK	9606.ENSP00000496959	9606.ENSP00000234313	0	0	0	0	0.439	0	0	0.165	0.511
ITGAM	STAT3	9606.ENSP00000496959	9606.ENSP00000264657	0	0	0	0	0.061	0	0.500	0.664	0.828
ITGAM	TP53	9606.ENSP00000496959	9606.ENSP00000269305	0	0	0	0	0	0	0	0.481	0.481
ITGAM	STAT5B	9606.ENSP00000496959	9606.ENSP00000293328	0	0	0	0	0.079	0	0	0.513	0.532
ITGAM	STAT6	9606.ENSP00000496959	9606.ENSP00000300134	0	0	0	0	0.131	0	0.500	0.567	0.795
ITGAM	STAT5A	9606.ENSP00000496959	9606.ENSP00000341208	0	0	0	0	0.161	0	0	0.510	0.571
ITGAM	STAT4	9606.ENSP00000496959	9606.ENSP00000351255	0	0	0	0	0.099	0	0	0.431	0.465
ITGAM	STAT1	9606.ENSP00000496959	9606.ENSP00000354394	0	0	0	0	0.119	0	0.500	0.743	0.876
ITGAM	SRC	9606.ENSP00000496959	9606.ENSP00000362680	0	0	0	0	0.109	0.058	0.650	0.432	0.811
ITGAM	MATK	9606.ENSP00000496959	9606.ENSP00000378485	0	0	0	0	0.092	0.058	0	0.669	0.692
ITGAM	TNF	9606.ENSP00000496959	9606.ENSP00000398698	0	0	0	0	0.177	0	0	0.894	0.909
ITGAM	PTPRC	9606.ENSP00000496959	9606.ENSP00000411355	0	0	0	0	0.360	0.074	0	0.955	0.971
ITGAM	LCK	9606.ENSP00000496959	9606.ENSP00000477713	0	0	0	0	0.062	0.058	0	0.622	0.637
ITGAM	MYC	9606.ENSP00000496959	9606.ENSP00000478887	0	0	0	0	0.083	0	0	0.478	0.500
ITGAM	KITLG	9606.ENSP00000496959	9606.ENSP00000495951	0	0	0	0	0	0	0	0.730	0.730
ITGAM	JAK1	9606.ENSP00000496959	9606.ENSP00000499900	0	0	0	0	0.082	0.058	0	0.377	0.415
JAK1	NFKB1	9606.ENSP00000499900	9606.ENSP00000226574	0	0	0	0	0.154	0.235	0	0.537	0.675
JAK1	MDM2	9606.ENSP00000499900	9606.ENSP00000258149	0	0	0	0	0	0.514	0	0.384	0.688
JAK1	STAT3	9606.ENSP00000499900	9606.ENSP00000264657	0	0	0	0	0.184	0.839	0.900	0.999	0.999
JAK1	TP53	9606.ENSP00000499900	9606.ENSP00000269305	0	0	0	0	0.088	0.163	0	0.728	0.774
JAK1	STAT5B	9606.ENSP00000499900	9606.ENSP00000293328	0	0	0	0	0.132	0.472	0.900	0.985	0.999
JAK1	STAT6	9606.ENSP00000499900	9606.ENSP00000300134	0	0	0	0	0.068	0.472	0.900	0.932	0.996
JAK1	STAT2	9606.ENSP00000499900	9606.ENSP00000315768	0	0	0	0	0.073	0.285	0.900	0.955	0.996
JAK1	STAT5A	9606.ENSP00000499900	9606.ENSP00000341208	0	0	0	0	0.100	0.472	0.900	0.985	0.999
JAK1	STAT4	9606.ENSP00000499900	9606.ENSP00000351255	0	0	0	0	0.120	0.285	0.900	0.845	0.988
JAK1	STAT1	9606.ENSP00000499900	9606.ENSP00000354394	0	0	0	0	0.091	0.875	0.900	0.999	0.999
JAK1	TNF	9606.ENSP00000499900	9606.ENSP00000398698	0	0	0	0	0.096	0.490	0	0.658	0.828
JAK1	PTPRC	9606.ENSP00000499900	9606.ENSP00000411355	0	0	0	0	0.157	0.097	0	0.445	0.541
JAK1	LCK	9606.ENSP00000499900	9606.ENSP00000477713	0	0	0	0.675	0.056	0.045	0.400	0.461	0.669
JAK1	MYC	9606.ENSP00000499900	9606.ENSP00000478887	0	0	0	0	0.082	0.045	0	0.637	0.654
KALRN	PLEK2	9606.ENSP00000240874	9606.ENSP00000216446	0	0	0	0	0	0	0	0.447	0.447
KALRN	PLEK	9606.ENSP00000240874	9606.ENSP00000234313	0	0	0	0	0	0	0	0.586	0.586
KDM4D	TP53	9606.ENSP00000334181	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.269	0.460
KITLG	STAT3	9606.ENSP00000495951	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.474	0.725
KITLG	TP53	9606.ENSP00000495951	9606.ENSP00000269305	0	0	0	0	0	0	0	0.629	0.629
KITLG	STAT5B	9606.ENSP00000495951	9606.ENSP00000293328	0	0	0	0	0	0	0.500	0.506	0.742
KITLG	STAT5A	9606.ENSP00000495951	9606.ENSP00000341208	0	0	0	0	0	0	0.500	0.507	0.742
KITLG	STAT4	9606.ENSP00000495951	9606.ENSP00000351255	0	0	0	0	0	0	0	0.438	0.438
KITLG	STAT1	9606.ENSP00000495951	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.548	0.764
KITLG	SRC	9606.ENSP00000495951	9606.ENSP00000362680	0	0	0	0	0.042	0	0.400	0.468	0.667
KITLG	MATK	9606.ENSP00000495951	9606.ENSP00000378485	0	0	0	0	0	0	0	0.623	0.623
KITLG	TNF	9606.ENSP00000495951	9606.ENSP00000398698	0	0	0	0	0	0	0	0.594	0.594
KITLG	PTPRC	9606.ENSP00000495951	9606.ENSP00000411355	0	0	0	0	0	0	0	0.697	0.697
KITLG	LCK	9606.ENSP00000495951	9606.ENSP00000477713	0	0	0	0	0	0	0.400	0.576	0.734
KITLG	MYC	9606.ENSP00000495951	9606.ENSP00000478887	0	0	0	0	0	0	0	0.471	0.471
LCK	PLEK2	9606.ENSP00000477713	9606.ENSP00000216446	0	0	0	0	0.042	0	0	0.569	0.569
LCK	NFKB1	9606.ENSP00000477713	9606.ENSP00000226574	0	0	0	0	0.128	0.095	0	0.406	0.490
LCK	PLEK	9606.ENSP00000477713	9606.ENSP00000234313	0	0	0	0	0.080	0	0	0.413	0.436
LCK	STAT3	9606.ENSP00000477713	9606.ENSP00000264657	0	0	0	0	0.056	0.628	0.500	0.797	0.959
LCK	TP53	9606.ENSP00000477713	9606.ENSP00000269305	0	0	0	0	0.112	0	0	0.493	0.531
LCK	STAT5B	9606.ENSP00000477713	9606.ENSP00000293328	0	0	0	0	0.067	0.096	0.500	0.561	0.790
LCK	STAT6	9606.ENSP00000477713	9606.ENSP00000300134	0	0	0	0	0.073	0.096	0	0.389	0.444
LCK	STAT5A	9606.ENSP00000477713	9606.ENSP00000341208	0	0	0	0	0.087	0.096	0.500	0.586	0.806
LCK	STAT4	9606.ENSP00000477713	9606.ENSP00000351255	0	0	0	0	0.187	0.096	0	0.331	0.466
LCK	STAT1	9606.ENSP00000477713	9606.ENSP00000354394	0	0	0	0	0.092	0.096	0.500	0.615	0.820
LCK	SRC	9606.ENSP00000477713	9606.ENSP00000362680	0	0	0.064	0.952	0.042	0.422	0.400	0.663	0.876
LCK	MATK	9606.ENSP00000477713	9606.ENSP00000378485	0	0	0.102	0.831	0.167	0.334	0	0.057	0.467
LCK	TNF	9606.ENSP00000477713	9606.ENSP00000398698	0	0	0	0	0.085	0.057	0	0.507	0.537
LCK	PTPRC	9606.ENSP00000477713	9606.ENSP00000411355	0	0	0	0	0.280	0.848	0.900	0.993	0.999
LCK	MYC	9606.ENSP00000477713	9606.ENSP00000478887	0	0	0	0	0.081	0.045	0	0.480	0.504
MATK	STAT5B	9606.ENSP00000378485	9606.ENSP00000293328	0	0	0	0	0.061	0.096	0	0.375	0.424
MATK	STAT5A	9606.ENSP00000378485	9606.ENSP00000341208	0	0	0	0	0.072	0.096	0	0.372	0.428
MATK	SRC	9606.ENSP00000378485	9606.ENSP00000362680	0	0	0.101	0.824	0.085	0.574	0	0.089	0.638
MATK	MYC	9606.ENSP00000378485	9606.ENSP00000478887	0	0	0	0	0.059	0.142	0	0.336	0.418
MATK	PTPRC	9606.ENSP00000378485	9606.ENSP00000411355	0	0	0	0	0.179	0.097	0	0.764	0.810
MCF2	PLEK2	9606.ENSP00000430276	9606.ENSP00000216446	0	0	0	0	0	0	0	0.969	0.969
MCF2	PLEK	9606.ENSP00000430276	9606.ENSP00000234313	0	0	0	0	0	0	0	0.977	0.977
MCF2	SRC	9606.ENSP00000430276	9606.ENSP00000362680	0	0	0	0	0	0.084	0	0.671	0.685
MDM2	NFKB1	9606.ENSP00000258149	9606.ENSP00000226574	0	0	0	0	0.065	0.071	0	0.703	0.719
MDM2	XAF1	9606.ENSP00000258149	9606.ENSP00000354822	0	0	0	0	0.049	0.050	0	0.473	0.483
MDM2	STAT5A	9606.ENSP00000258149	9606.ENSP00000341208	0	0	0	0	0	0.292	0	0.355	0.524
MDM2	STAT1	9606.ENSP00000258149	9606.ENSP00000354394	0	0	0	0	0.060	0	0	0.614	0.622
MDM2	TNF	9606.ENSP00000258149	9606.ENSP00000398698	0	0	0	0	0	0	0	0.625	0.625
MDM2	STAT3	9606.ENSP00000258149	9606.ENSP00000264657	0	0	0	0	0.085	0.292	0	0.595	0.715
MDM2	MYC	9606.ENSP00000258149	9606.ENSP00000478887	0	0	0	0	0	0.221	0	0.770	0.813
MDM2	SRC	9606.ENSP00000258149	9606.ENSP00000362680	0	0	0	0	0	0.298	0.500	0.690	0.882
MDM2	XIAP	9606.ENSP00000258149	9606.ENSP00000360242	0	0	0	0	0.264	0.596	0	0.782	0.929
MDM2	TP53	9606.ENSP00000258149	9606.ENSP00000269305	0	0	0	0	0.116	0.999	0.900	0.999	0.999
MYC	PLEK2	9606.ENSP00000478887	9606.ENSP00000216446	0	0	0	0	0.062	0.124	0	0.419	0.480
MYC	NFKB1	9606.ENSP00000478887	9606.ENSP00000226574	0	0	0	0	0.115	0.292	0	0.879	0.917
MYC	PLEK	9606.ENSP00000478887	9606.ENSP00000234313	0	0	0	0	0.049	0	0	0.419	0.423
MYC	STAT3	9606.ENSP00000478887	9606.ENSP00000264657	0	0	0	0	0.066	0.612	0.750	0.859	0.985
MYC	TP53	9606.ENSP00000478887	9606.ENSP00000269305	0	0	0	0	0.067	0.300	0	0.997	0.997
MYC	STAT5B	9606.ENSP00000478887	9606.ENSP00000293328	0	0	0	0	0.057	0	0	0.621	0.628
MYC	STAT6	9606.ENSP00000478887	9606.ENSP00000300134	0	0	0	0	0.098	0	0.500	0.476	0.743
MYC	STAT2	9606.ENSP00000478887	9606.ENSP00000315768	0	0	0	0	0.057	0	0	0.608	0.615
MYC	STAT5A	9606.ENSP00000478887	9606.ENSP00000341208	0	0	0	0	0.078	0	0	0.749	0.759
MYC	STAT1	9606.ENSP00000478887	9606.ENSP00000354394	0	0	0	0	0.088	0.124	0	0.748	0.781
MYC	XIAP	9606.ENSP00000478887	9606.ENSP00000360242	0	0	0	0	0.050	0.051	0	0.628	0.635
MYC	SRC	9606.ENSP00000478887	9606.ENSP00000362680	0	0	0	0	0.057	0.045	0	0.801	0.805
MYC	TNF	9606.ENSP00000478887	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.696	0.702
MYC	PTPRC	9606.ENSP00000478887	9606.ENSP00000411355	0	0	0	0	0.086	0	0	0.593	0.612
NFKB1	STAT2	9606.ENSP00000226574	9606.ENSP00000315768	0	0	0	0	0.061	0.045	0	0.527	0.539
NFKB1	PTPRC	9606.ENSP00000226574	9606.ENSP00000411355	0	0	0	0	0.154	0.053	0	0.515	0.577
NFKB1	XIAP	9606.ENSP00000226574	9606.ENSP00000360242	0	0	0	0	0.089	0.071	0	0.590	0.623
NFKB1	STAT4	9606.ENSP00000226574	9606.ENSP00000351255	0	0	0	0	0.138	0.045	0	0.601	0.643
NFKB1	STAT5B	9606.ENSP00000226574	9606.ENSP00000293328	0	0	0	0	0.079	0.045	0	0.729	0.741
NFKB1	SRC	9606.ENSP00000226574	9606.ENSP00000362680	0	0	0	0	0.080	0.095	0	0.731	0.756
NFKB1	STAT5A	9606.ENSP00000226574	9606.ENSP00000341208	0	0	0	0	0.166	0.294	0	0.733	0.830
NFKB1	STAT6	9606.ENSP00000226574	9606.ENSP00000300134	0	0	0	0	0.112	0.294	0	0.792	0.858
NFKB1	STAT1	9606.ENSP00000226574	9606.ENSP00000354394	0	0	0	0	0.129	0.045	0	0.918	0.926
NFKB1	STAT3	9606.ENSP00000226574	9606.ENSP00000264657	0	0	0	0	0.126	0.598	0	0.902	0.962
NFKB1	TP53	9606.ENSP00000226574	9606.ENSP00000269305	0	0	0	0	0.098	0.045	0	0.989	0.989
NFKB1	TNF	9606.ENSP00000226574	9606.ENSP00000398698	0	0	0	0	0.194	0	0.900	0.995	0.999
