node_index,id,type,logic,embedding_l2_norm,encoder
543,MIMAT0027430,mir,,0.0,proteinbert
544,MIMAT0027583,mir,,0.0,proteinbert
545,MIMAT0027595,mir,,0.0,proteinbert
546,MIMAT0027634,mir,,0.0,proteinbert
547,MIMAT0003271,mir,,0.0,proteinbert
548,MIMAT0000103,mir,,0.0,proteinbert
549,MIMAT0019778,mir,,0.0,proteinbert
550,MIMAT0000427,mir,,0.0,proteinbert
551,MIMAT0015023,mir,,0.0,proteinbert
552,MIMAT0015052,mir,,0.0,proteinbert
553,MIMAT0016853,mir,,0.0,proteinbert
554,MIMAT0016900,mir,,0.0,proteinbert
555,MIMAT0018940,mir,,0.0,proteinbert
556,MIMAT0019023,mir,,0.0,proteinbert
557,MIMAT0019895,mir,,0.0,proteinbert
558,MIMAT0027353,mir,,0.0,proteinbert
559,MIMAT0027408,mir,,0.0,proteinbert
560,MIMAT0027520,mir,,0.0,proteinbert
561,MIMAT0027573,mir,,0.0,proteinbert
562,MIMAT0000086,mir,,0.0,proteinbert
563,MIMAT0019021,mir,,0.0,proteinbert
564,MIMAT0021034,mir,,0.0,proteinbert
565,MIMAT0019853,mir,,0.0,proteinbert
566,MIMAT0000088,mir,,0.0,proteinbert
567,MIMAT0004703,mir,,0.0,proteinbert
568,MIMAT0027582,mir,,0.0,proteinbert
569,MIMAT0003273,mir,,0.0,proteinbert
570,MIMAT0004918,mir,,0.0,proteinbert
571,MIMAT0019233,mir,,0.0,proteinbert
572,MIMAT0019977,mir,,0.0,proteinbert
573,MIMAT0019854,mir,,0.0,proteinbert
574,MIMAT0015089,mir,,0.0,proteinbert
575,MIMAT0019882,mir,,0.0,proteinbert
576,MIMAT0021128,mir,,0.0,proteinbert
577,MIMAT0027491,mir,,0.0,proteinbert
578,MIMAT0027507,mir,,0.0,proteinbert
579,MIMAT0027675,mir,,0.0,proteinbert
580,MIMAT0004491,mir,,0.0,proteinbert
581,MIMAT0004492,mir,,0.0,proteinbert
582,MIMAT0000731,mir,,0.0,proteinbert
583,MIMAT0018971,mir,,0.0,proteinbert
584,MIMAT0019814,mir,,0.0,proteinbert
585,MIMAT0022260,mir,,0.0,proteinbert
586,MIMAT0027426,mir,,0.0,proteinbert
587,MIMAT0027614,mir,,0.0,proteinbert
588,MIMAT0027631,mir,,0.0,proteinbert
589,MIMAT0000069,mir,,0.0,proteinbert
590,MIMAT0016881,mir,,0.0,proteinbert
591,MIMAT0018349,mir,,0.0,proteinbert
592,MIMAT0027543,mir,,0.0,proteinbert
593,MIMAT0001080,mir,,0.0,proteinbert
594,MIMAT0000083,mir,,0.0,proteinbert
595,MIMAT0009206,mir,,0.0,proteinbert
596,MIMAT0019361,mir,,0.0,proteinbert
597,MIMAT0022714,mir,,0.0,proteinbert
598,MIMAT0005871,mir,,0.0,proteinbert
599,MIMAT0022273,mir,,0.0,proteinbert
600,MIMAT0027688,mir,,0.0,proteinbert
601,MIMAT0000454,mir,,0.0,proteinbert
602,MIMAT0003945,mir,,0.0,proteinbert
603,MIMAT0000422,mir,,0.0,proteinbert
604,MIMAT0000756,mir,,0.0,proteinbert
605,MIMAT0019050,mir,,0.0,proteinbert
606,MIMAT0022293,mir,,0.0,proteinbert
607,MIMAT0027358,mir,,0.0,proteinbert
608,MIMAT0027539,mir,,0.0,proteinbert
609,MIMAT0027655,mir,,0.0,proteinbert
610,MIMAT0028116,mir,,0.0,proteinbert
611,MIMAT0003256,mir,,0.0,proteinbert
612,MIMAT0027032,mir,,0.0,proteinbert
613,MIMAT0019928,mir,,0.0,proteinbert
614,MIMAT0023694,mir,,0.0,proteinbert
615,MIMAT0010195,mir,,0.0,proteinbert
616,MIMAT0000064,mir,,0.0,proteinbert
617,MIMAT0000095,mir,,0.0,proteinbert
618,MIMAT0004564,mir,,0.0,proteinbert
619,MIMAT0000432,mir,,0.0,proteinbert
620,MIMAT0000455,mir,,0.0,proteinbert
621,MIMAT0003385,mir,,0.0,proteinbert
622,MIMAT0000720,mir,,0.0,proteinbert
623,MIMAT0004692,mir,,0.0,proteinbert
624,MIMAT0000770,mir,,0.0,proteinbert
625,MIMAT0002833,mir,,0.0,proteinbert
626,MIMAT0002856,mir,,0.0,proteinbert
627,MIMAT0002874,mir,,0.0,proteinbert
628,MIMAT0003163,mir,,0.0,proteinbert
629,MIMAT0003255,mir,,0.0,proteinbert
630,MIMAT0003294,mir,,0.0,proteinbert
631,MIMAT0003298,mir,,0.0,proteinbert
632,MIMAT0004948,mir,,0.0,proteinbert
633,MIMAT0005929,mir,,0.0,proteinbert
634,MIMAT0006767,mir,,0.0,proteinbert
635,MIMAT0026917,mir,,0.0,proteinbert
636,MIMAT0013517,mir,,0.0,proteinbert
637,MIMAT0019200,mir,,0.0,proteinbert
638,MIMAT0014988,mir,,0.0,proteinbert
639,MIMAT0015021,mir,,0.0,proteinbert
640,MIMAT0018083,mir,,0.0,proteinbert
641,MIMAT0018980,mir,,0.0,proteinbert
642,MIMAT0019698,mir,,0.0,proteinbert
643,MIMAT0019721,mir,,0.0,proteinbert
644,MIMAT0019815,mir,,0.0,proteinbert
645,MIMAT0019838,mir,,0.0,proteinbert
646,MIMAT0019896,mir,,0.0,proteinbert
647,MIMAT0019953,mir,,0.0,proteinbert
648,MIMAT0019960,mir,,0.0,proteinbert
649,MIMAT0019978,mir,,0.0,proteinbert
650,MIMAT0022288,mir,,0.0,proteinbert
651,MIMAT0022491,mir,,0.0,proteinbert
652,MIMAT0024597,mir,,0.0,proteinbert
653,MIMAT0027363,mir,,0.0,proteinbert
654,MIMAT0027381,mir,,0.0,proteinbert
655,MIMAT0027391,mir,,0.0,proteinbert
656,MIMAT0027429,mir,,0.0,proteinbert
657,MIMAT0027508,mir,,0.0,proteinbert
658,MIMAT0027535,mir,,0.0,proteinbert
659,MIMAT0027562,mir,,0.0,proteinbert
660,MIMAT0027640,mir,,0.0,proteinbert
661,MIMAT0027647,mir,,0.0,proteinbert
662,MIMAT0028118,mir,,0.0,proteinbert
663,MIMAT0028119,mir,,0.0,proteinbert
664,MIMAT0028212,mir,,0.0,proteinbert
665,MIMAT0028224,mir,,0.0,proteinbert
666,MIMAT0033692,mir,,0.0,proteinbert
667,MIMAT0000261,mir,,0.0,proteinbert
668,MIMAT0000415,mir,,0.0,proteinbert
669,MIMAT0000435,mir,,0.0,proteinbert
670,MIMAT0000437,mir,,0.0,proteinbert
671,MIMAT0002811,mir,,0.0,proteinbert
672,MIMAT0002834,mir,,0.0,proteinbert
673,MIMAT0002838,mir,,0.0,proteinbert
674,MIMAT0004794,mir,,0.0,proteinbert
675,MIMAT0003248,mir,,0.0,proteinbert
676,MIMAT0003299,mir,,0.0,proteinbert
677,MIMAT0022710,mir,,0.0,proteinbert
678,MIMAT0015002,mir,,0.0,proteinbert
679,MIMAT0016851,mir,,0.0,proteinbert
680,MIMAT0018978,mir,,0.0,proteinbert
681,MIMAT0019082,mir,,0.0,proteinbert
682,MIMAT0019847,mir,,0.0,proteinbert
683,MIMAT0021043,mir,,0.0,proteinbert
684,MIMAT0021045,mir,,0.0,proteinbert
685,MIMAT0025478,mir,,0.0,proteinbert
686,MIMAT0027425,mir,,0.0,proteinbert
687,MIMAT0027448,mir,,0.0,proteinbert
688,MIMAT0027549,mir,,0.0,proteinbert
689,MIMAT0027624,mir,,0.0,proteinbert
690,MIMAT0027686,mir,,0.0,proteinbert
691,MIMAT0028115,mir,,0.0,proteinbert
692,MIMAT0030413,mir,,0.0,proteinbert
693,MIMAT0031181,mir,,0.0,proteinbert
694,MIMAT0004515,mir,,0.0,proteinbert
695,MIMAT0005457,mir,,0.0,proteinbert
696,MIMAT0002862,mir,,0.0,proteinbert
697,MIMAT0000265,mir,,0.0,proteinbert
698,MIMAT0000268,mir,,0.0,proteinbert
699,MIMAT0004780,mir,,0.0,proteinbert
700,MIMAT0027370,mir,,0.0,proteinbert
701,MIMAT0027427,mir,,0.0,proteinbert
702,MIMAT0000762,mir,,0.0,proteinbert
703,MIMAT0004762,mir,,0.0,proteinbert
704,MIMAT0025852,mir,,0.0,proteinbert
705,MIMAT0015024,mir,,0.0,proteinbert
706,MIMAT0015026,mir,,0.0,proteinbert
707,MIMAT0004920,mir,,0.0,proteinbert
708,MIMAT0032026,mir,,0.0,proteinbert
709,MIMAT0015008,mir,,0.0,proteinbert
710,MIMAT0018090,mir,,0.0,proteinbert
711,MIMAT0027683,mir,,0.0,proteinbert
712,MIMAT0027503,mir,,0.0,proteinbert
713,MIMAT0027553,mir,,0.0,proteinbert
714,MIMAT0005930,mir,,0.0,proteinbert
715,MIMAT0016863,mir,,0.0,proteinbert
716,MIMAT0022696,mir,,0.0,proteinbert
717,MIMAT0000760,mir,,0.0,proteinbert
718,MIMAT0018944,mir,,0.0,proteinbert
719,MIMAT0019720,mir,,0.0,proteinbert
720,MIMAT0004982,mir,,0.0,proteinbert
721,MIMAT0021033,mir,,0.0,proteinbert
722,MIMAT0027038,mir,,0.0,proteinbert
723,MIMAT0018190,mir,,0.0,proteinbert
724,MIMAT0019015,mir,,0.0,proteinbert
725,MIMAT0002830,mir,,0.0,proteinbert
726,MIMAT0003292,mir,,0.0,proteinbert
727,MIMAT0019715,mir,,0.0,proteinbert
728,MIMAT0019939,mir,,0.0,proteinbert
729,MIMAT0027526,mir,,0.0,proteinbert
730,MIMAT0027662,mir,,0.0,proteinbert
731,MIMAT0019737,mir,,0.0,proteinbert
732,MIMAT0027672,mir,,0.0,proteinbert
733,MIMAT0000617,mir,,0.0,proteinbert
734,MIMAT0000765,mir,,0.0,proteinbert
735,MIMAT0004595,mir,,0.0,proteinbert
736,MIMAT0019908,mir,,0.0,proteinbert
737,MIMAT0025841,mir,,0.0,proteinbert
738,MIMAT0027400,mir,,0.0,proteinbert
739,MIMAT0027544,mir,,0.0,proteinbert
740,MIMAT0030986,mir,,0.0,proteinbert
741,MIMAT0000717,mir,,0.0,proteinbert
742,MIMAT0000098,mir,,0.0,proteinbert
743,MIMAT0000099,mir,,0.0,proteinbert
744,MIMAT0026474,mir,,0.0,proteinbert
745,MIMAT0000244,mir,,0.0,proteinbert
746,MIMAT0000250,mir,,0.0,proteinbert
747,MIMAT0000420,mir,,0.0,proteinbert
748,MIMAT0001339,mir,,0.0,proteinbert
749,MIMAT0002821,mir,,0.0,proteinbert
750,MIMAT0014999,mir,,0.0,proteinbert
751,MIMAT0018074,mir,,0.0,proteinbert
752,MIMAT0018984,mir,,0.0,proteinbert
753,MIMAT0019031,mir,,0.0,proteinbert
754,MIMAT0000084,mir,,0.0,proteinbert
755,MIMAT0022844,mir,,0.0,proteinbert
756,MIMAT0000419,mir,,0.0,proteinbert
757,MIMAT0002877,mir,,0.0,proteinbert
758,MIMAT0017986,mir,,0.0,proteinbert
759,MIMAT0018109,mir,,0.0,proteinbert
760,MIMAT0022736,mir,,0.0,proteinbert
761,MIMAT0027667,mir,,0.0,proteinbert
762,MIMAT0027633,mir,,0.0,proteinbert
763,MIMAT0015004,mir,,0.0,proteinbert
764,MIMAT0019363,mir,,0.0,proteinbert
765,MIMAT0019855,mir,,0.0,proteinbert
766,MIMAT0027516,mir,,0.0,proteinbert
767,MIMAT0027536,mir,,0.0,proteinbert
768,MIMAT0018088,mir,,0.0,proteinbert
769,MIMAT0027416,mir,,0.0,proteinbert
770,MIMAT0000222,mir,,0.0,proteinbert
771,MIMAT0004598,mir,,0.0,proteinbert
772,MIMAT0000685,mir,,0.0,proteinbert
773,MIMAT0000738,mir,,0.0,proteinbert
774,MIMAT0018357,mir,,0.0,proteinbert
775,MIMAT0027396,mir,,0.0,proteinbert
776,MIMAT0027418,mir,,0.0,proteinbert
777,MIMAT0027486,mir,,0.0,proteinbert
778,MIMAT0027620,mir,,0.0,proteinbert
779,MIMAT0027643,mir,,0.0,proteinbert
780,MIMAT0027650,mir,,0.0,proteinbert
781,MIMAT0000443,mir,,0.0,proteinbert
782,MIMAT0005883,mir,,0.0,proteinbert
783,MIMAT0022724,mir,,0.0,proteinbert
784,MIMAT0012735,mir,,0.0,proteinbert
785,MIMAT0014989,mir,,0.0,proteinbert
786,MIMAT0022487,mir,,0.0,proteinbert
787,MIMAT0027412,mir,,0.0,proteinbert
788,MIMAT0027432,mir,,0.0,proteinbert
789,MIMAT0027646,mir,,0.0,proteinbert
790,MIMAT0000251,mir,,0.0,proteinbert
791,MIMAT0000461,mir,,0.0,proteinbert
792,MIMAT0004602,mir,,0.0,proteinbert
793,MIMAT0004493,mir,,0.0,proteinbert
794,MIMAT0004509,mir,,0.0,proteinbert
795,MIMAT0000104,mir,,0.0,proteinbert
796,MIMAT0000273,mir,,0.0,proteinbert
797,MIMAT0000281,mir,,0.0,proteinbert
798,MIMAT0002174,mir,,0.0,proteinbert
799,MIMAT0000751,mir,,0.0,proteinbert
800,MIMAT0004761,mir,,0.0,proteinbert
801,MIMAT0004748,mir,,0.0,proteinbert
802,MIMAT0021039,mir,,0.0,proteinbert
803,MIMAT0022294,mir,,0.0,proteinbert
804,MIMAT0027454,mir,,0.0,proteinbert
805,MIMAT0027587,mir,,0.0,proteinbert
806,MIMAT0015080,mir,,0.0,proteinbert
807,MIMAT0019041,mir,,0.0,proteinbert
808,MIMAT0023252,mir,,0.0,proteinbert
809,MIMAT0027678,mir,,0.0,proteinbert
810,MIMAT0000449,mir,,0.0,proteinbert
811,MIMAT0003322,mir,,0.0,proteinbert
812,MIMAT0017981,mir,,0.0,proteinbert
813,MIMAT0019043,mir,,0.0,proteinbert
814,MIMAT0021123,mir,,0.0,proteinbert
815,MIMAT0015077,mir,,0.0,proteinbert
816,MIMAT0019806,mir,,0.0,proteinbert
817,MIMAT0019885,mir,,0.0,proteinbert
818,MIMAT0021022,mir,,0.0,proteinbert
819,MIMAT0027414,mir,,0.0,proteinbert
820,MIMAT0027591,mir,,0.0,proteinbert
821,MIMAT0000438,mir,,0.0,proteinbert
822,MIMAT0027378,mir,,0.0,proteinbert
823,MIMAT0027528,mir,,0.0,proteinbert
824,MIMAT0009451,mir,,0.0,proteinbert
825,MIMAT0004701,mir,,0.0,proteinbert
826,MIMAT0024610,mir,,0.0,proteinbert
827,MIMAT0019868,mir,,0.0,proteinbert
828,MIMAT0004517,mir,,0.0,proteinbert
829,MIMAT0015035,mir,,0.0,proteinbert
830,MIMAT0004599,mir,,0.0,proteinbert
831,MIMAT0026612,mir,,0.0,proteinbert
832,MIMAT0022939,mir,,0.0,proteinbert
833,MIMAT0011161,mir,,0.0,proteinbert
834,MIMAT0018072,mir,,0.0,proteinbert
835,MIMAT0018937,mir,,0.0,proteinbert
836,MIMAT0018985,mir,,0.0,proteinbert
837,MIMAT0019033,mir,,0.0,proteinbert
838,MIMAT0019077,mir,,0.0,proteinbert
839,MIMAT0019723,mir,,0.0,proteinbert
840,MIMAT0019820,mir,,0.0,proteinbert
841,MIMAT0025462,mir,,0.0,proteinbert
842,MIMAT0028112,mir,,0.0,proteinbert
843,MIMAT0027027,mir,,0.0,proteinbert
844,MIMAT0018945,mir,,0.0,proteinbert
845,MIMAT0000684,mir,,0.0,proteinbert
846,MIMAT0000715,mir,,0.0,proteinbert
847,MIMAT0001413,mir,,0.0,proteinbert
848,MIMAT0004809,mir,,0.0,proteinbert
849,MIMAT0004983,mir,,0.0,proteinbert
850,MIMAT0022720,mir,,0.0,proteinbert
851,MIMAT0007883,mir,,0.0,proteinbert
852,MIMAT0019208,mir,,0.0,proteinbert
853,MIMAT0016889,mir,,0.0,proteinbert
854,MIMAT0019913,mir,,0.0,proteinbert
855,MIMAT0025481,mir,,0.0,proteinbert
856,MIMAT0025844,mir,,0.0,proteinbert
857,MIMAT0027457,mir,,0.0,proteinbert
858,MIMAT0027687,mir,,0.0,proteinbert
859,MIMAT0028111,mir,,0.0,proteinbert
860,MIMAT0028214,mir,,0.0,proteinbert
861,MIMAT0030426,mir,,0.0,proteinbert
862,MIMAT0019927,mir,,0.0,proteinbert
863,MIMAT0025854,mir,,0.0,proteinbert
864,MIMAT0002858,mir,,0.0,proteinbert
865,MIMAT0002867,mir,,0.0,proteinbert
866,MIMAT0004911,mir,,0.0,proteinbert
867,MIMAT0011163,mir,,0.0,proteinbert
868,MIMAT0011775,mir,,0.0,proteinbert
869,MIMAT0018201,mir,,0.0,proteinbert
870,MIMAT0019066,mir,,0.0,proteinbert
871,MIMAT0019965,mir,,0.0,proteinbert
872,MIMAT0019971,mir,,0.0,proteinbert
873,MIMAT0027673,mir,,0.0,proteinbert
874,MIMAT0014987,mir,,0.0,proteinbert
875,MIMAT0019210,mir,,0.0,proteinbert
876,MIMAT0022256,mir,,0.0,proteinbert
877,MIMAT0019761,mir,,0.0,proteinbert
878,MIMAT0022282,mir,,0.0,proteinbert
879,MIMAT0000252,mir,,0.0,proteinbert
880,MIMAT0000065,mir,,0.0,proteinbert
881,MIMAT0022693,mir,,0.0,proteinbert
882,MIMAT0002806,mir,,0.0,proteinbert
883,MIMAT0015030,mir,,0.0,proteinbert
884,MIMAT0019014,mir,,0.0,proteinbert
885,MIMAT0019776,mir,,0.0,proteinbert
886,MIMAT0027367,mir,,0.0,proteinbert
887,MIMAT0027467,mir,,0.0,proteinbert
888,MIMAT0027604,mir,,0.0,proteinbert
889,MIMAT0031010,mir,,0.0,proteinbert
890,MIMAT0019707,mir,,0.0,proteinbert
891,MIMAT0000425,mir,,0.0,proteinbert
892,MIMAT0018202,mir,,0.0,proteinbert
893,MIMAT0019703,mir,,0.0,proteinbert
894,MIMAT0000063,mir,,0.0,proteinbert
895,MIMAT0000271,mir,,0.0,proteinbert
896,MIMAT0019692,mir,,0.0,proteinbert
897,MIMAT0000231,mir,,0.0,proteinbert
898,MIMAT0004587,mir,,0.0,proteinbert
899,MIMAT0018926,mir,,0.0,proteinbert
900,MIMAT0018082,mir,,0.0,proteinbert
901,MIMAT0018927,mir,,0.0,proteinbert
902,MIMAT0018932,mir,,0.0,proteinbert
903,MIMAT0021041,mir,,0.0,proteinbert
904,MIMAT0003288,mir,,0.0,proteinbert
905,MIMAT0018119,mir,,0.0,proteinbert
906,MIMAT0004784,mir,,0.0,proteinbert
907,MIMAT0004927,mir,,0.0,proteinbert
908,MIMAT0018956,mir,,0.0,proteinbert
909,MIMAT0027103,mir,,0.0,proteinbert
910,MIMAT0004984,mir,,0.0,proteinbert
911,MIMAT0000256,mir,,0.0,proteinbert
912,MIMAT0000259,mir,,0.0,proteinbert
913,MIMAT0005913,mir,,0.0,proteinbert
914,MIMAT0015028,mir,,0.0,proteinbert
915,MIMAT0018952,mir,,0.0,proteinbert
916,MIMAT0023702,mir,,0.0,proteinbert
917,MIMAT0004767,mir,,0.0,proteinbert
918,MIMAT0018949,mir,,0.0,proteinbert
919,MIMAT0019921,mir,,0.0,proteinbert
920,MIMAT0027357,mir,,0.0,proteinbert
921,MIMAT0027439,mir,,0.0,proteinbert
922,MIMAT0004513,mir,,0.0,proteinbert
923,MIMAT0019841,mir,,0.0,proteinbert
924,MIMAT0027415,mir,,0.0,proteinbert
925,MIMAT0019938,mir,,0.0,proteinbert
926,MIMAT0027635,mir,,0.0,proteinbert
927,MIMAT0002173,mir,,0.0,proteinbert
928,MIMAT0002827,mir,,0.0,proteinbert
929,MIMAT0002829,mir,,0.0,proteinbert
930,MIMAT0000430,mir,,0.0,proteinbert
931,MIMAT0026613,mir,,0.0,proteinbert
932,MIMAT0000450,mir,,0.0,proteinbert
933,MIMAT0000690,mir,,0.0,proteinbert
934,MIMAT0004945,mir,,0.0,proteinbert
935,MIMAT0005939,mir,,0.0,proteinbert
936,MIMAT0025486,mir,,0.0,proteinbert
937,MIMAT0027602,mir,,0.0,proteinbert
938,MIMAT0027681,mir,,0.0,proteinbert
939,MIMAT0018087,mir,,0.0,proteinbert
940,MIMAT0027420,mir,,0.0,proteinbert
941,MIMAT0019069,mir,,0.0,proteinbert
942,MIMAT0003222,mir,,0.0,proteinbert
943,MIMAT0017999,mir,,0.0,proteinbert
944,MIMAT0019704,mir,,0.0,proteinbert
945,MIMAT0027384,mir,,0.0,proteinbert
946,MIMAT0005892,mir,,0.0,proteinbert
947,MIMAT0019836,mir,,0.0,proteinbert
948,MIMAT0000226,mir,,0.0,proteinbert
949,MIMAT0015087,mir,,0.0,proteinbert
950,MIMAT0000772,mir,,0.0,proteinbert
951,MIMAT0000279,mir,,0.0,proteinbert
952,MIMAT0004450,mir,,0.0,proteinbert
953,MIMAT0027578,mir,,0.0,proteinbert
954,MIMAT0030429,mir,,0.0,proteinbert
955,MIMAT0002853,mir,,0.0,proteinbert
956,MIMAT0026615,mir,,0.0,proteinbert
957,MIMAT0019062,mir,,0.0,proteinbert
958,MIMAT0027612,mir,,0.0,proteinbert
959,MIMAT0000417,mir,,0.0,proteinbert
960,MIMAT0026480,mir,,0.0,proteinbert
961,MIMAT0027421,mir,,0.0,proteinbert
962,MIMAT0030425,mir,,0.0,proteinbert
963,MIMAT0011777,mir,,0.0,proteinbert
964,MIMAT0018081,mir,,0.0,proteinbert
965,MIMAT0018122,mir,,0.0,proteinbert
966,MIMAT0019065,mir,,0.0,proteinbert
967,MIMAT0000726,mir,,0.0,proteinbert
968,MIMAT0022471,mir,,0.0,proteinbert
969,MIMAT0000100,mir,,0.0,proteinbert
970,MIMAT0000414,mir,,0.0,proteinbert
971,MIMAT0000681,mir,,0.0,proteinbert
972,MIMAT0001340,mir,,0.0,proteinbert
973,MIMAT0004792,mir,,0.0,proteinbert
974,MIMAT0010214,mir,,0.0,proteinbert
975,MIMAT0005794,mir,,0.0,proteinbert
976,MIMAT0013802,mir,,0.0,proteinbert
977,MIMAT0019890,mir,,0.0,proteinbert
978,MIMAT0027437,mir,,0.0,proteinbert
979,MIMAT0004680,mir,,0.0,proteinbert
980,MIMAT0005878,mir,,0.0,proteinbert
981,MIMAT0022492,mir,,0.0,proteinbert
982,MIMAT0027599,mir,,0.0,proteinbert
983,MIMAT0000076,mir,,0.0,proteinbert
984,MIMAT0002807,mir,,0.0,proteinbert
985,MIMAT0016852,mir,,0.0,proteinbert
986,MIMAT0021125,mir,,0.0,proteinbert
987,MIMAT0029310,mir,,0.0,proteinbert
988,MIMAT0035542,mir,,0.0,proteinbert
989,MIMAT0027369,mir,,0.0,proteinbert
990,MIMAT0000077,mir,,0.0,proteinbert
991,MIMAT0003276,mir,,0.0,proteinbert
992,MIMAT0022713,mir,,0.0,proteinbert
993,MIMAT0022838,mir,,0.0,proteinbert
994,MIMAT0015045,mir,,0.0,proteinbert
995,MIMAT0016880,mir,,0.0,proteinbert
996,MIMAT0021085,mir,,0.0,proteinbert
997,MIMAT0027394,mir,,0.0,proteinbert
998,MIMAT0027538,mir,,0.0,proteinbert
999,MIMAT0005793,mir,,0.0,proteinbert
1000,MIMAT0019072,mir,,0.0,proteinbert
1001,MIMAT0027610,mir,,0.0,proteinbert
1002,MIMAT0000264,mir,,0.0,proteinbert
1003,MIMAT0018107,mir,,0.0,proteinbert
1004,MIMAT0030987,mir,,0.0,proteinbert
1005,MIMAT0004768,mir,,0.0,proteinbert
1006,MIMAT0004909,mir,,0.0,proteinbert
1007,MIMAT0022255,mir,,0.0,proteinbert
1008,MIMAT0003284,mir,,0.0,proteinbert
1009,MIMAT0015065,mir,,0.0,proteinbert
1010,MIMAT0017992,mir,,0.0,proteinbert
1011,MIMAT0019073,mir,,0.0,proteinbert
1012,MIMAT0027485,mir,,0.0,proteinbert
1013,MIMAT0027537,mir,,0.0,proteinbert
1014,MIMAT0030018,mir,,0.0,proteinbert
1015,MIMAT0030430,mir,,0.0,proteinbert
1016,MIMAT0027399,mir,,0.0,proteinbert
1017,MIMAT0015083,mir,,0.0,proteinbert
1018,MIMAT0016859,mir,,0.0,proteinbert
1019,MIMAT0005920,mir,,0.0,proteinbert
1020,MIMAT0022694,mir,,0.0,proteinbert
1021,MIMAT0019719,mir,,0.0,proteinbert
1022,MIMAT0009197,mir,,0.0,proteinbert
1023,MIMAT0004603,mir,,0.0,proteinbert
1024,MIMAT0000691,mir,,0.0,proteinbert
1025,MIMAT0002826,mir,,0.0,proteinbert
1026,MIMAT0003310,mir,,0.0,proteinbert
1027,MIMAT0005592,mir,,0.0,proteinbert
1028,MIMAT0018193,mir,,0.0,proteinbert
1029,MIMAT0018200,mir,,0.0,proteinbert
1030,MIMAT0019784,mir,,0.0,proteinbert
1031,MIMAT0021080,mir,,0.0,proteinbert
1032,MIMAT0027392,mir,,0.0,proteinbert
1033,MIMAT0027409,mir,,0.0,proteinbert
1034,MIMAT0027417,mir,,0.0,proteinbert
1035,MIMAT0027442,mir,,0.0,proteinbert
1036,MIMAT0027637,mir,,0.0,proteinbert
1037,MIMAT0027685,mir,,0.0,proteinbert
1038,MIMAT0004488,mir,,0.0,proteinbert
1039,MIMAT0010313,mir,,0.0,proteinbert
1040,MIMAT0019008,mir,,0.0,proteinbert
1041,MIMAT0021021,mir,,0.0,proteinbert
1042,MIMAT0027365,mir,,0.0,proteinbert
1043,MIMAT0027466,mir,,0.0,proteinbert
1044,MIMAT0027483,mir,,0.0,proteinbert
1045,MIMAT0027621,mir,,0.0,proteinbert
1046,MIMAT0006765,mir,,0.0,proteinbert
1047,MIMAT0026623,mir,,0.0,proteinbert
1048,MIMAT0015032,mir,,0.0,proteinbert
1049,MIMAT0019027,mir,,0.0,proteinbert
1050,MIMAT0002828,mir,,0.0,proteinbert
1051,MIMAT0021086,mir,,0.0,proteinbert
1052,MIMAT0018444,mir,,0.0,proteinbert
1053,MIMAT0015378,mir,,0.0,proteinbert
1054,MIMAT0019809,mir,,0.0,proteinbert
1055,MIMAT0025857,mir,,0.0,proteinbert
1056,MIMAT0015022,mir,,0.0,proteinbert
1057,MIMAT0028223,mir,,0.0,proteinbert
1058,MIMAT0019048,mir,,0.0,proteinbert
1059,MIMAT0014992,mir,,0.0,proteinbert
1060,MIMAT0010364,mir,,0.0,proteinbert
1061,MIMAT0002822,mir,,0.0,proteinbert
1062,MIMAT0013518,mir,,0.0,proteinbert
1063,MIMAT0016855,mir,,0.0,proteinbert
1064,MIMAT0018359,mir,,0.0,proteinbert
1065,MIMAT0019051,mir,,0.0,proteinbert
1066,MIMAT0019700,mir,,0.0,proteinbert
1067,MIMAT0019827,mir,,0.0,proteinbert
1068,MIMAT0019899,mir,,0.0,proteinbert
1069,MIMAT0027356,mir,,0.0,proteinbert
1070,MIMAT0027395,mir,,0.0,proteinbert
1071,MIMAT0027463,mir,,0.0,proteinbert
1072,MIMAT0027488,mir,,0.0,proteinbert
1073,MIMAT0027505,mir,,0.0,proteinbert
1074,MIMAT0004689,mir,,0.0,proteinbert
1075,MIMAT0019762,mir,,0.0,proteinbert
1076,MIMAT0003315,mir,,0.0,proteinbert
1077,MIMAT0003316,mir,,0.0,proteinbert
1078,MIMAT0005891,mir,,0.0,proteinbert
1079,MIMAT0018005,mir,,0.0,proteinbert
1080,MIMAT0019856,mir,,0.0,proteinbert
1081,MIMAT0024615,mir,,0.0,proteinbert
1082,MIMAT0027588,mir,,0.0,proteinbert
1083,MIMAT0015069,mir,,0.0,proteinbert
1084,MIMAT0004612,mir,,0.0,proteinbert
1085,MIMAT0026740,mir,,0.0,proteinbert
1086,MIMAT0005788,mir,,0.0,proteinbert
1087,MIMAT0016917,mir,,0.0,proteinbert
1088,MIMAT0019063,mir,,0.0,proteinbert
1089,MIMAT0019772,mir,,0.0,proteinbert
1090,MIMAT0025458,mir,,0.0,proteinbert
1091,MIMAT0027419,mir,,0.0,proteinbert
1092,MIMAT0000266,mir,,0.0,proteinbert
1093,MIMAT0026476,mir,,0.0,proteinbert
1094,MIMAT0005921,mir,,0.0,proteinbert
1095,MIMAT0030982,mir,,0.0,proteinbert
1096,MIMAT0027558,mir,,0.0,proteinbert
1097,MIMAT0027630,mir,,0.0,proteinbert
